DGUID,CSD,PR,DATES,SOURCE
2021A00051103025,Summerside,PE,2020-2024,https://www.princeedwardisland.ca/en/feature/property-charge-rates#/service/PropertyChargeRates/PropertyChargeRatesSearch
2021A00051103027,Abram-Village,PE,2020-2024,https://www.princeedwardisland.ca/en/feature/property-charge-rates#/service/PropertyChargeRates/PropertyChargeRatesSearch
2021A00051103029,Wellington,PE,2020-2024,https://www.princeedwardisland.ca/en/feature/property-charge-rates#/service/PropertyChargeRates/PropertyChargeRatesSearch
2021A00051103033,Tyne Valley,PE,2020-2024,https://www.princeedwardisland.ca/en/feature/property-charge-rates#/service/PropertyChargeRates/PropertyChargeRatesSearch
2021A00051103035,Lennox Island 1,PE,IRI (Indian Reservation),
2021A00051103039,Lot 11 and Area,PE,2020-2024,https://www.princeedwardisland.ca/en/feature/property-charge-rates#/service/PropertyChargeRates/PropertyChargeRatesSearch
2021A00051103040,Miscouche,PE,2020-2024,https://www.princeedwardisland.ca/en/feature/property-charge-rates#/service/PropertyChargeRates/PropertyChargeRatesSearch
2021A00051103042,O'Leary,PE,2020-2024,https://www.princeedwardisland.ca/en/feature/property-charge-rates#/service/PropertyChargeRates/PropertyChargeRatesSearch
2021A00051103043,Central Prince,PE,2020-2024,https://www.princeedwardisland.ca/en/feature/property-charge-rates#/service/PropertyChargeRates/PropertyChargeRatesSearch
2021A00051103050,Northport,PE,2020-2024,https://www.princeedwardisland.ca/en/feature/property-charge-rates#/service/PropertyChargeRates/PropertyChargeRatesSearch
2021A00051103052,Alberton,PE,2020-2024,https://www.princeedwardisland.ca/en/feature/property-charge-rates#/service/PropertyChargeRates/PropertyChargeRatesSearch
2021A00051103053,St. Felix,PE,2020-2024,https://www.princeedwardisland.ca/en/feature/property-charge-rates#/service/PropertyChargeRates/PropertyChargeRatesSearch
2021A00051103055,Greenmount-Montrose,PE,2020-2024,https://www.princeedwardisland.ca/en/feature/property-charge-rates#/service/PropertyChargeRates/PropertyChargeRatesSearch
2021A00051103057,St. Louis,PE,2020-2024,https://www.princeedwardisland.ca/en/feature/property-charge-rates#/service/PropertyChargeRates/PropertyChargeRatesSearch
2021A00051103059,Tignish,PE,2020-2024,https://www.princeedwardisland.ca/en/feature/property-charge-rates#/service/PropertyChargeRates/PropertyChargeRatesSearch
2021A00051103060,Tignish Shore,PE,2020-2024,https://www.princeedwardisland.ca/en/feature/property-charge-rates#/service/PropertyChargeRates/PropertyChargeRatesSearch
2021A00051103061,Tignish,PE,2020-2024,https://www.princeedwardisland.ca/en/feature/property-charge-rates#/service/PropertyChargeRates/PropertyChargeRatesSearch
2021A00051103062,Miminegash,PE,2020-2024,https://www.princeedwardisland.ca/en/feature/property-charge-rates#/service/PropertyChargeRates/PropertyChargeRatesSearch
2021A00051103063,Miminegash,PE,2020-2024,https://www.princeedwardisland.ca/en/feature/property-charge-rates#/service/PropertyChargeRates/PropertyChargeRatesSearch
2021A00051103064,Alberton,PE,2020-2024,https://www.princeedwardisland.ca/en/feature/property-charge-rates#/service/PropertyChargeRates/PropertyChargeRatesSearch
2021A00051103065,O'Leary,PE,2020-2024,https://www.princeedwardisland.ca/en/feature/property-charge-rates#/service/PropertyChargeRates/PropertyChargeRatesSearch
2021A00051103066,West Point,PE,2020-2024,https://www.princeedwardisland.ca/en/feature/property-charge-rates#/service/PropertyChargeRates/PropertyChargeRatesSearch
2021A00051103067,"Kensington, Part 1",PE,2020-2024,https://www.princeedwardisland.ca/en/feature/property-charge-rates#/service/PropertyChargeRates/PropertyChargeRatesSearch
2021A00051103068,Victoria,PE,2020-2024,https://www.princeedwardisland.ca/en/feature/property-charge-rates#/service/PropertyChargeRates/PropertyChargeRatesSearch
2021A00051201001,Barrington,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051201004,Clark's Harbour,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051201006,Shelburne,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051201008,Shelburne,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051201009,Lockeport,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051202001,Argyle,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051202004,Yarmouth,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051202006,Yarmouth,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051202040,Yarmouth 33,NS,IRI (Indian Reservation),
2021A00051203001,Clare,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051203004,Digby,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051203006,Digby,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051203009,Bear River (Part) 6,NS,IRI (Indian Reservation),
2021A00051204001,Medway River 11,NS,IRI (Indian Reservation),
2021A00051204009,Ponhook Lake 10,NS,IRI (Indian Reservation),
2021A00051204010,Queens,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051204015,Wildcat 12,NS,IRI (Indian Reservation),
2021A00051205001,"Annapolis, Subd. D",NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051205002,Bear River (Part) 6,NS,IRI (Indian Reservation),
2021A00051205004,"Annapolis, Subd. A",NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051205006,Bear River 6B,NS,IRI (Indian Reservation),
2021A00051205008,Annapolis Royal,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051205009,"Annapolis, Subd. B",NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051205014,"Annapolis, Subd. C",NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051205016,Middleton,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051206001,Lunenburg,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051206004,Bridgewater,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051206006,Lunenburg,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051206008,Mahone Bay,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051206009,Chester,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051206011,Gold River 21,NS,IRI (Indian Reservation),
2021A00051206014,Pennal 19,NS,IRI (Indian Reservation),
2021A00051206016,New Ross 20,NS,IRI (Indian Reservation),
2021A00051207001,"Kings, Subd. A",NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051207002,Annapolis Valley First Nation,NS,IRI (Indian Reservation),
2021A00051207004,Berwick,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051207011,"Kings, Subd. C",NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051207012,Kentville,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051207016,"Kings, Subd. B",NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051207021,"Kings, Subd. D",NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051207024,Wolfville,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051207027,Glooscap 35,NS,IRI (Indian Reservation),
2021A00051208003,West Hants,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051208008,East Hants,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051208014,Indian Brook 14,NS,IRI (Indian Reservation),
2021A00051209019,Cole Harbour 30,NS,IRI (Indian Reservation),
2021A00051209034,Halifax,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051209037,Beaver Lake 17,NS,IRI (Indian Reservation),
2021A00051209038,Sheet Harbour 36,NS,IRI (Indian Reservation),
2021A00051209800,Wallace Hills 14A,NS,IRI (Indian Reservation),
2021A00051210001,"Colchester, Subd. C",NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051210002,Stewiacke,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051210003,Millbrook 27,NS,IRI (Indian Reservation),
2021A00051210006,Truro,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051210008,"Colchester, Subd. B",NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051210012,"Colchester, Subd. A",NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051211001,"Cumberland, Subd. A",NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051211006,"Cumberland, Subd. B",NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051211009,"Cumberland, Subd. C",NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051211011,Amherst,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051211012,Oxford,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051211014,"Cumberland, Subd. D",NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051212001,"Pictou, Subd. A",NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051212004,Pictou,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051212006,"Pictou, Subd. B",NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051212008,Westville,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051212009,Stellarton,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051212011,"Pictou, Subd. C",NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051212014,New Glasgow,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051212016,Trenton,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051212019,Fisher's Grant 24,NS,IRI (Indian Reservation),
2021A00051212023,Merigomish Harbour 31,NS,IRI (Indian Reservation),
2021A00051213001,St. Mary's,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051213004,Guysborough,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051213008,Mulgrave,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051214001,"Antigonish, Subd. A",NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051214002,Antigonish,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051214006,"Antigonish, Subd. B",NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051214010,Paqtnkek-Niktuek No. 23,NS,IRI (Indian Reservation),
2021A00051215001,"Inverness, Subd. C",NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051215002,Port Hawkesbury,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051215005,Malagawatch 4,NS,IRI (Indian Reservation),
2021A00051215006,"Inverness, Subd. B",NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051215008,Whycocomagh 2,NS,IRI (Indian Reservation),
2021A00051215011,"Inverness, Subd. A",NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051216001,"Richmond, Subd. C",NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051216006,"Richmond, Subd. A",NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051216011,"Richmond, Subd. B",NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051216014,Chapel Island 5,NS,IRI (Indian Reservation),
2021A00051217008,Membertou 28B,NS,IRI (Indian Reservation),
2021A00051217020,Eskasoni 3,NS,IRI (Indian Reservation),
2021A00051217030,Cape Breton,NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051218001,"Victoria, Subd. B",NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051218003,Wagmatcook 1,NS,IRI (Indian Reservation),
2021A00051218006,"Victoria, Subd. A",NS,2009-2023,https://data.novascotia.ca/Municipalities/Municipal-Property-Tax-Rates/ure8-3w7m/about_data
2021A00051301001,Saint Martins,NB,,
2021A00051301002,St. Martins,NB,,
2021A00051301004,Simonds,NB,,
2021A00051301006,Saint John,NB,,
2021A00051301016,Musquash,NB,,
2021A00051302001,Grand Manan,NB,,
2021A00051302004,Campobello Island,NB,,
2021A00051302006,West Isles,NB,,
2021A00051302008,Lepreau,NB,,
2021A00051302011,Pennfield,NB,,
2021A00051302012,Blacks Harbour,NB,,
2021A00051302014,Clarendon,NB,,
2021A00051302016,Saint George,NB,,
2021A00051302018,St. George,NB,,
2021A00051302021,Saint Patrick,NB,,
2021A00051302024,Saint Andrews,NB,,
2021A00051302026,Saint Andrews,NB,,
2021A00051302028,Saint Croix,NB,,
2021A00051302031,Dufferin,NB,,
2021A00051302034,Saint Stephen,NB,,
2021A00051302037,St. Stephen,NB,,
2021A00051302039,Saint James,NB,,
2021A00051302042,Saint David,NB,,
2021A00051302044,Dumbarton,NB,,
2021A00051302052,Grand Manan,NB,,
2021A00051303001,Blissville,NB,,
2021A00051303004,Gladstone,NB,,
2021A00051303005,Tracy,NB,,
2021A00051303006,Fredericton Junction,NB,,
2021A00051303008,Lincoln,NB,,
2021A00051303011,Burton,NB,,
2021A00051303012,Oromocto,NB,,
2021A00051303013,Oromocto 26,NB,,
2021A00051303014,Sheffield,NB,,
2021A00051303016,Maugerville,NB,,
2021A00051303018,Northfield,NB,,
2021A00051304001,Petersville,NB,,
2021A00051304004,Gagetown,NB,,
2021A00051304005,Gagetown,NB,,
2021A00051304006,Hampstead,NB,,
2021A00051304008,Wickham,NB,,
2021A00051304011,Cambridge,NB,,
2021A00051304013,Cambridge-Narrows,NB,,
2021A00051304014,Johnston,NB,,
2021A00051304016,Brunswick,NB,,
2021A00051304018,Waterborough,NB,,
2021A00051304021,Canning,NB,,
2021A00051304022,Minto,NB,,
2021A00051304024,Chipman,NB,,
2021A00051304025,Chipman,NB,,
2021A00051305001,Hammond,NB,,
2021A00051305004,Upham,NB,,
2021A00051305006,Hampton,NB,,
2021A00051305007,Hampton,NB,,
2021A00051305008,Rothesay,NB,,
2021A00051305011,Westfield,NB,,
2021A00051305014,Kingston,NB,,
2021A00051305015,Grand Bay-Westfield,NB,,
2021A00051305016,Norton,NB,,
2021A00051305018,Norton,NB,,
2021A00051305021,Sussex,NB,,
2021A00051305022,Sussex,NB,,
2021A00051305023,Sussex Corner,NB,,
2021A00051305024,Waterford,NB,,
2021A00051305026,Cardwell,NB,,
2021A00051305028,Havelock,NB,,
2021A00051305031,Studholm,NB,,
2021A00051305034,Springfield,NB,,
2021A00051305036,Kars,NB,,
2021A00051305038,Greenwich,NB,,
2021A00051305045,Rothesay,NB,,
2021A00051305057,Quispamsis,NB,,
2021A00051306001,Hopewell,NB,,
2021A00051306003,Riverside-Albert,NB,,
2021A00051306004,Harvey,NB,,
2021A00051306006,Alma,NB,,
2021A00051306007,Alma,NB,,
2021A00051306008,Elgin,NB,,
2021A00051306011,Hillsborough,NB,,
2021A00051306014,Coverdale,NB,,
2021A00051306020,Riverview,NB,,
2021A00051306025,Hillsborough,NB,,
2021A00051307001,Westmorland,NB,,
2021A00051307002,Port Elgin,NB,,
2021A00051307004,Botsford,NB,,
2021A00051307005,Beaubassin East / Beaubassin-est,NB,,
2021A00051307007,Cap-Pelé,NB,,
2021A00051307008,Sackville,NB,,
2021A00051307009,Sackville,NB,,
2021A00051307011,Dorchester,NB,,
2021A00051307012,Dorchester,NB,,
2021A00051307013,Memramcook,NB,,
2021A00051307014,Fort Folly 1,NB,,
2021A00051307016,Shediac,NB,,
2021A00051307019,Moncton,NB,,
2021A00051307022,Moncton,NB,,
2021A00051307024,Salisbury,NB,,
2021A00051307028,Salisbury,NB,,
2021A00051307029,Petitcodiac,NB,,
2021A00051307045,Dieppe,NB,,
2021A00051307052,Shediac,NB,,
2021A00051308001,Dundas,NB,,
